,name,con,proper,absmag,newra,newdec,newdist,newmag,spectral_type,temperature
183,HIP 90119,Sgr,,-3.761,79.20757208796607,33.03099412518084,1680.110518246342,7.365689253527697,A,9380.629488607336
184,Gaia 4056818029532947968,Sgr,,-1.616,102.39483835115789,25.621305302673367,1680.4340987750743,9.511107427527834,F,6614.917719180505
185,Gaia 4069219283753056256,Sgr,,-1.911,94.72966805810964,42.51821647007492,1683.0874680095344,9.219533431592728,F,6339.41737988136
186,Gaia 4128364556846453248,Oph,,-1.717,154.95300154484747,44.19613660444709,1685.728638354644,9.416938324900787,M,2447.2441779120295
187,Gaia 6725316802924759040,CrA,,-1.423,92.57645953555006,-10.281548667723667,1690.6469151651004,9.717264582025257,K,3924.388408050851
188,Gaia 5954522047656414208,Sco,,-0.819,96.0064337509176,-27.90300272300636,1691.5776786630972,10.322459728740466,K,5142.906230227263
189,Gaia 6732133500134111232,Sgr,,-1.963,333.8843264726751,-48.29318743603877,1693.1308210592165,9.180452577517965,Undefined,
190,Gaia 6727335471911557120,CrA,,-1.201,85.62552642907066,0.3276744076186419,1693.1922223485255,9.942531324408884,G,5271.644130141396
191,Gaia 5956192716893427712,Sco,,-1.168,94.80604234852484,-16.9445184328489,1696.6761209251647,9.979994738048712,M,3582.3378041730452
192,Gaia 4036160572562144256,CrA,,-1.04,93.27679369734594,2.9620577239986976,1697.9369989875545,10.109607859752684,K,4977.7259046195695
193,Gaia 5956655581265883136,Sco,,-1.42,95.55942262327322,-11.810696903078057,1704.0178199856748,9.737370660724356,M,2520.2479033335685
194,Gaia 6758725326294481920,Sgr,,-2.394,27.00060761411598,7.059737291871096,1707.8245085186184,8.768216208528177,M,3259.002196835607
195,Gaia 6734032872112164864,Sgr,,-1.45,80.01981972401967,8.105927863421831,1713.0340218730971,9.718829941987575,Undefined,
196,Gaia 6733569019959969792,Sgr,,-0.832,73.9384719768513,8.271944497052269,1714.2709490640534,10.338397327094611,Undefined,
197,Gaia 4038783732430958592,Sgr,,-2.174,278.787330324565,-60.18938650267673,1715.4535875476388,8.997894862486685,Undefined,
198,Gaia 4037097532681980928,CrA,,-1.94,91.82719936234612,7.659927816596475,1715.4789200532869,9.231926928892513,Undefined,
199,Gaia 4094887893783299072,Sgr,,-4.055,79.24678730250199,56.13117866475215,1715.5840054384917,7.117059943074791,A,8702.787431221577
200,Gaia 4048313921269210112,Sgr,,-0.878,72.41219050178432,26.04485018503233,1715.733188840668,10.294248761317842,F,6063.132553027214
201,Gaia 6720016744557096960,Tel,,-2.048,84.71415613587315,-35.80638346098896,1716.2099243380665,9.124852045202076,M,3120.3681734100687
202,Gaia 4035808247804886016,CrA,,-1.155,91.26823886691896,-0.3659712397375297,1717.6361043247248,10.019655801482502,K,4211.034167143752
203,Gaia 6763848230146817024,Sgr,,-1.936,46.96675939769445,23.944109127079912,1723.451245064848,9.24599501052489,M,3117.358238808948
204,Gaia 6732548325257720832,Sgr,,-1.552,62.2261319014939,9.401365836446567,1723.8952898441555,9.630554415262663,Undefined,
